id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
52751,Russian Federation,Graduação,15.0,"Developer, back-end",Java;JavaScript;SQL,Java;JavaScript;SQL,Oracle;PostgreSQL,,Remoto,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time",,10–19 anos,Java,,,
52752,,,,,,,,,Híbrido,,,,25-34 years old,"Employed, full-time",,,,,,
52753,,Graduação,2.0,"Developer, back-end",,,,,Remoto,20 to 99 employees,,,18-24 years old,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed",,2–4 anos,,,,
52755,United States of America,Graduação,0.5,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,,,,Presencial,20 to 99 employees,,,18-24 years old,"Employed, full-time",,0–1 ano,C#,,,
52756,,,,,C;C++;Dart;Java;JavaScript;Perl;PHP;Python;SQL,C;C++;Dart;Java;JavaScript;PHP;Python;SQL,MariaDB;MySQL;SQLite,Firebase,Híbrido,,,,45-54 years old,"Employed, full-time",,,C,,,
52758,,,,,C#;Java;PHP;SQL;VBA,HTML/CSS;JavaScript;PowerShell;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,,Remoto,,,,25-34 years old,"Employed, full-time",,,C#,,,
52759,Germany,Ensino Médio,,Academic researcher,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,PostgreSQL,Vercel,Presencial,,,,18-24 years old,"Student, full-time;Employed, part-time",,,C,,,
52760,,,,,Bash/Shell (all shells);Go;SQL,Bash/Shell (all shells);Go;SQL,MySQL;PostgreSQL,Amazon Web Services (AWS),Remoto,,,,25-34 years old,"Employed, full-time",,,Bash/Shell (all shells),,,
52761,France,Mestrado,15.0,"Developer, desktop or enterprise applications",C#;HTML/CSS;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;SQL;TypeScript,Oracle;SQLite,Microsoft Azure,Presencial,"1,000 to 4,999 employees",7.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,
52762,,,,,C#;HTML/CSS;JavaScript;PHP;Python;TypeScript,C#;HTML/CSS;JavaScript;PHP;Python;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Fly.io;Google Cloud;Vercel,Remoto,,,,35-44 years old,"Independent contractor, freelancer, or self-employed",,,C#,,,
52763,Russian Federation,Graduação,20.0,Educator,,,,,Híbrido,20 to 99 employees,8.0,,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,,8.0,,
52764,Romania,Graduação,4.0,"Developer, full-stack",HTML/CSS;TypeScript,HTML/CSS;TypeScript,MongoDB,Amazon Web Services (AWS);Digital Ocean,Remoto,2 to 9 employees,7.0,,25-34 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,2–4 anos,HTML/CSS,7.0,,
52765,,Mestrado,,,,,,,Híbrido,,,,25-34 years old,"Employed, full-time",,,,,,
52766,France,Graduação,,Project manager,Assembly;C;Cobol;Delphi;Go;HTML/CSS;Perl;PHP;Python;Rust;SQL,Python;Rust,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,,Híbrido,,,,55-64 years old,"Employed, full-time",,,Assembly,,,
52767,Germany,Mestrado,10.0,"Developer, back-end",Bash/Shell (all shells);C#;Java;Kotlin;Python;SQL,Bash/Shell (all shells);Kotlin;Python;SQL,MySQL;PostgreSQL;RavenDB,Amazon Web Services (AWS);Google Cloud,Remoto,100 to 499 employees,8.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),8.0,,
52768,Denmark,Graduação,8.0,"Developer, full-stack",JavaScript;TypeScript,,BigQuery;Dynamodb;MongoDB,Amazon Web Services (AWS);Heroku,Híbrido,500 to 999 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,JavaScript,9.0,,
52769,United States of America,Graduação,20.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),Objective-C;Python;TypeScript,Databricks SQL;Microsoft Access;Microsoft SQL Server;Oracle,Microsoft Azure;VMware,Híbrido,500 to 999 employees,7.0,,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,Bash/Shell (all shells),7.0,,
52770,Germany,Faculdade incompleta,11.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PHP;SQL;VBA,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft Azure;VMware,Híbrido,20 to 99 employees,10.0,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,10.0,,
52771,United States of America,Graduação,27.0,"Developer, back-end",C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Java;SQL,BigQuery;Cosmos DB;H2;Microsoft SQL Server,Google Cloud;Microsoft Azure,Remoto,"10,000 or more employees",7.0,,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,C#,7.0,,
52772,Nepal,Graduação,7.0,"Developer, full-stack",Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lua;PHP;Rust;TypeScript,C;Elixir;Go;HTML/CSS;JavaScript;Lua;OCaml;PHP;Rust;TypeScript;Zig,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;Vercel;Vultr,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,5–9 anos,Bash/Shell (all shells),,,
52773,United Kingdom of Great Britain and Northern Ireland,Faculdade incompleta,10.0,"Developer, game or graphics",HTML/CSS;JavaScript;TypeScript,,,Firebase,Remoto,20 to 99 employees,5.0,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,HTML/CSS,5.0,,
52774,Germany,Ensino Médio,5.0,"Developer, desktop or enterprise applications",GDScript;HTML/CSS;JavaScript;Python;Rust;Swift;TypeScript,HTML/CSS;Python;Rust;Swift;TypeScript,SQLite,Hetzner,Híbrido,10 to 19 employees,6.0,,18-24 years old,"Employed, part-time",People manager,5–9 anos,GDScript,6.0,,
52775,,,,,C;C#;C++;Python;Visual Basic (.Net);Zephyr,C;C++;Python;Rust,,,Presencial,,,,25-34 years old,"Employed, full-time",,,C,,,
52776,,,,,,,,,Presencial,,,,35-44 years old,"Employed, full-time",,,,,,
52777,Germany,Graduação,34.0,"Developer, desktop or enterprise applications",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;Solr,,Presencial,100 to 499 employees,,,55-64 years old,"Employed, full-time",,20+ anos,Bash/Shell (all shells),,,
52778,Turkey,Pós-graduação/Doutorado,1.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Rust;SQL;TypeScript;Zig,Clickhouse;InfluxDB;PostgreSQL;Solr;SQLite,Hetzner,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,Prefer not to say,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",,0–1 ano,Bash/Shell (all shells),,,
52779,United States of America,Graduação,3.0,Academic researcher,Bash/Shell (all shells);C;C++;Erlang;HTML/CSS;MATLAB;OCaml;Python,Bash/Shell (all shells);C++;HTML/CSS;MATLAB;Python,,,Híbrido,"5,000 to 9,999 employees",6.0,,18-24 years old,"Employed, full-time;Student, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),6.0,,
52780,Italy,Mestrado,12.0,Research & Development role,Bash/Shell (all shells);Go;Java;Python;Rust;Scala;SQL,Bash/Shell (all shells);Python;Rust;SQL,Cassandra;Couch DB;Couchbase;Elasticsearch;PostgreSQL;SQLite,Amazon Web Services (AWS),Remoto,10 to 19 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),9.0,,
52781,Hungary,Graduação,5.0,"Developer, back-end",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;SQLite,Cloudflare;Microsoft Azure,Remoto,10 to 19 employees,7.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,7.0,,
52782,Canada,Mestrado,20.0,"Developer, back-end",Go;HTML/CSS;JavaScript;PHP;SQL,Go;SQL,MySQL,Google Cloud,Remoto,100 to 499 employees,,,35-44 years old,"Employed, full-time",,20+ anos,Go,,,
52783,France,Mestrado,7.0,Engineering manager,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL,BigQuery;Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;InfluxDB;MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Vercel,Remoto,100 to 499 employees,8.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,Bash/Shell (all shells),8.0,,
52784,Estonia,Graduação,9.0,"Developer, back-end",C#;HTML/CSS;JavaScript;PowerShell;SQL,,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure,Híbrido,500 to 999 employees,9.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,C#,9.0,,
52785,,,,,Bash/Shell (all shells);Java;Python;Scala;SQL,,Solr,,Presencial,,,,45-54 years old,"Employed, full-time",,,Bash/Shell (all shells),,,
52786,Germany,Mestrado,13.0,Designer,C#;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript,,Amazon Web Services (AWS);Cloudflare;Firebase,Remoto,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,
52787,India,Graduação,4.0,"Developer, full-stack",C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;SQL;VBA,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;SQL;TypeScript;VBA,MariaDB;MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Google Cloud,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,25-34 years old,"Independent contractor, freelancer, or self-employed",,2–4 anos,C,,,
52788,,,,,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PHP;Python;Ruby;Rust;TypeScript,,MongoDB;MySQL;SQLite,Google Cloud,Híbrido,,,,18-24 years old,"Employed, full-time;Student, part-time",,,Assembly,,,
52789,United States of America,Graduação,8.0,"Developer, full-stack",C#;HTML/CSS;TypeScript,C#;HTML/CSS;TypeScript,Microsoft SQL Server,,Remoto,100 to 499 employees,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,8.0,,
52790,India,Graduação,0.5,"Developer, desktop or enterprise applications",C#;JavaScript;TypeScript,C#;JavaScript;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Remoto,20 to 99 employees,,,45-54 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time",,0–1 ano,C#,,,
52791,France,Mestrado,2.0,"Developer, full-stack",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Julia;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Julia;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,OVH;Vercel,Híbrido,100 to 499 employees,10.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),10.0,,
52792,India,Graduação,2.0,"Developer, full-stack",Bash/Shell (all shells);Dart;Go;PowerShell;Python,,Cloud Firestore;Microsoft SQL Server;MongoDB;SQLite,Amazon Web Services (AWS);Google Cloud,Híbrido,"10,000 or more employees",6.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),6.0,,
52793,,,,,,,,,Presencial,,,,Prefer not to say,"Employed, full-time",,,,,,
52794,Greece,Mestrado,18.0,Engineering manager,Bash/Shell (all shells);Go;JavaScript;Lisp;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;Lisp;Python;Rust;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake,Amazon Web Services (AWS);Cloudflare;Hetzner,Remoto,500 to 999 employees,8.0,,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),8.0,,
52795,Spain,Mestrado,2.0,"Developer, QA or test",HTML/CSS;JavaScript;Python,JavaScript;Python;Swift;TypeScript,,,Remoto,2 to 9 employees,,,35-44 years old,"Employed, full-time",,2–4 anos,HTML/CSS,,,
52796,Germany,Ensino Médio,16.0,"Developer, front-end",HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;TypeScript,MariaDB;MySQL;Supabase,Supabase,Remoto,2 to 9 employees,8.0,,35-44 years old,"Employed, part-time",Individual contributor,10–19 anos,HTML/CSS,8.0,,
52797,Ukraine,Mestrado,4.0,"Developer, QA or test",JavaScript;Python;TypeScript,JavaScript;Python;TypeScript,,Amazon Web Services (AWS),,,,,25-34 years old,"Not employed, but looking for work",,2–4 anos,JavaScript,,,
52798,United States of America,Pós-graduação/Doutorado,2.0,Research & Development role,Bash/Shell (all shells);Lisp;Lua;MATLAB;PowerShell;Python;R;Rust,Haskell;Lisp;PowerShell;Python;Rust,MariaDB;MySQL,,Híbrido,500 to 999 employees,5.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),5.0,,
52799,United States of America,Ensino Médio,3.0,"Developer, full-stack",C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,IBM DB2;Microsoft SQL Server;MongoDB;MySQL,,Presencial,"1,000 to 4,999 employees",7.0,,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Individual contributor,2–4 anos,C#,7.0,,
52800,United States of America,Graduação,41.0,"Developer, full-stack",C#;Java;Python;SQL,C#;F#;Python;SQL,Oracle,,Híbrido,20 to 99 employees,8.0,,55-64 years old,"Employed, full-time",Individual contributor,20+ anos,C#,8.0,,
52801,Paraguay,Mestrado,25.0,"Senior Executive (C-Suite, VP, etc.)",Java;JavaScript;Kotlin;Python;SQL,Java;JavaScript;Kotlin;Python;SQL,IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,"Amazon Web Services (AWS);Digital Ocean;Google Cloud;Linode, now Akamai;Microsoft Azure",Presencial,100 to 499 employees,10.0,,45-54 years old,"Independent contractor, freelancer, or self-employed",People manager,20+ anos,Java,10.0,,
52802,,,,,,,,,Remoto,,,,18-24 years old,"Employed, full-time",,,,,,
52803,"Iran, Islamic Republic of...",Ensino Fundamental,,"Developer, back-end",Java,Go;Java;Rust,H2;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,,Híbrido,,,,25-34 years old,"Employed, part-time",,,Java,,,
52804,,,,,Ada;Assembly;Bash/Shell (all shells);C;C++;JavaScript;Python,Bash/Shell (all shells);C;Python,Elasticsearch;MongoDB;PostgreSQL,Microsoft Azure,Presencial,,,,18-24 years old,"Employed, full-time;Student, full-time",,,Ada,,,
52805,United States of America,Graduação,16.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin,Firebase Realtime Database;MySQL;PostgreSQL;Redis;Snowflake,Amazon Web Services (AWS);Cloudflare;Firebase,Remoto,100 to 499 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,Bash/Shell (all shells),,,
52806,Canada,Graduação,30.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;PowerShell;SQL,Microsoft SQL Server,,Remoto,I don’t know,,,55-64 years old,"Employed, full-time",,20+ anos,C#,,,
52807,France,Mestrado,2.0,"Developer, full-stack",C;Python,C;Python,BigQuery;MongoDB;PostgreSQL,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),Híbrido,100 to 499 employees,5.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,C,5.0,,
52808,Bulgaria,Faculdade incompleta,11.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,,MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure,Remoto,100 to 499 employees,,,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
52809,Brazil,Faculdade incompleta,35.0,"Developer, back-end",Delphi;JavaScript,Delphi;JavaScript;Python,MySQL,,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",10.0,,55-64 years old,"Employed, full-time",People manager,20+ anos,Delphi,10.0,,
52810,Poland,Mestrado,10.0,"Developer, back-end",Python,Python,Elasticsearch;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Hetzner;Netlify,Híbrido,20 to 99 employees,6.0,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,Python,6.0,,
52811,United Kingdom of Great Britain and Northern Ireland,Faculdade incompleta,28.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;OCaml;Python;SQL;TypeScript,DuckDB;MongoDB;MySQL;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io,Híbrido,100 to 499 employees,6.0,,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,Bash/Shell (all shells),6.0,,
52812,Germany,Graduação,3.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;PHP;Python;Ruby;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Ruby;TypeScript,Cloud Firestore;Firebase Realtime Database;MongoDB;PostgreSQL;SQLite;Supabase,Cloudflare;Firebase;Google Cloud;Heroku;Microsoft Azure;Supabase;Vercel,Remoto,100 to 499 employees,,,18-24 years old,"Employed, full-time",,2–4 anos,Bash/Shell (all shells),,,
52813,France,Técnico/Associado,7.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Solidity;SQL;TypeScript,HTML/CSS;JavaScript;Solidity;SQL;TypeScript,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,HTML/CSS,,,
52815,Germany,Faculdade incompleta,15.0,"Developer, desktop or enterprise applications",C#;PowerShell;SQL;VBA,C#;Delphi;HTML/CSS;PowerShell;SQL;VBA,Microsoft SQL Server,,Remoto,2 to 9 employees,,,55-64 years old,"Employed, full-time",,10–19 anos,C#,,,
52816,Norway,Mestrado,3.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;TypeScript,Cosmos DB,Microsoft Azure,Híbrido,500 to 999 employees,7.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),7.0,,
52817,United Kingdom of Great Britain and Northern Ireland,Ensino Médio,2.0,"Developer, full-stack",,,,,Presencial,2 to 9 employees,,,18-24 years old,"Employed, full-time",,2–4 anos,,,,
52818,,Faculdade incompleta,8.0,DevOps specialist,,,,,Remoto,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time",,5–9 anos,,,,
52819,France,Mestrado,9.0,Data engineer,Bash/Shell (all shells);GDScript;HTML/CSS;Java;JavaScript;Python;Scala;SQL,Bash/Shell (all shells);GDScript;Java;Python,BigQuery;Cassandra;Clickhouse;DuckDB;Elasticsearch;MariaDB;MySQL;Redis;SQLite,Google Cloud;OVH,Híbrido,100 to 499 employees,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),8.0,,
52820,Poland,Mestrado,18.0,Engineering manager,Bash/Shell (all shells);Go;Python;SQL,Bash/Shell (all shells);Go;Python,Dynamodb;Elasticsearch;InfluxDB;MariaDB;MySQL;Neo4J;PostgreSQL;Redis;Snowflake;SQLite,Amazon Web Services (AWS);Databricks;Google Cloud;Microsoft Azure,Remoto,"10,000 or more employees",2.0,,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),2.0,,
52821,Bulgaria,Graduação,8.0,"Developer, back-end",Bash/Shell (all shells);C++;Java;Python;SQL,Bash/Shell (all shells);Java;Kotlin;Python;SQL,,,Híbrido,"10,000 or more employees",,,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
52822,Sweden,Mestrado,10.0,"Developer, embedded applications or devices",Assembly;Bash/Shell (all shells);C;C++;MATLAB;Python;Zephyr,Bash/Shell (all shells);C;Rust;Zephyr,,,Presencial,100 to 499 employees,9.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Assembly,9.0,,
52823,Ukraine,Graduação,6.0,"Developer, back-end",C#;C++;Java;JavaScript;PHP;Python;SQL;TypeScript,Go;JavaScript;PHP;Python;SQL;TypeScript,BigQuery;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud,Presencial,20 to 99 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,9.0,,
52824,,Mestrado,4.0,"Developer, desktop or enterprise applications",,,,,Presencial,10 to 19 employees,,,25-34 years old,"Employed, part-time",,2–4 anos,,,,
52825,,Outro,3.0,"Developer, full-stack",,,,,Presencial,100 to 499 employees,,,18-24 years old,"Employed, full-time",,2–4 anos,,,,
52826,,,,,,,,,Híbrido,,,,25-34 years old,"Employed, full-time",,,,,,
52827,United States of America,Mestrado,6.0,Academic researcher,Bash/Shell (all shells);C;C++;JavaScript;Julia;MATLAB;Python;R,Bash/Shell (all shells);C;C++;Julia;Python;R,,Amazon Web Services (AWS);Google Cloud;IBM Cloud Or Watson;Microsoft Azure,Híbrido,10 to 19 employees,,,25-34 years old,"Employed, full-time;Student, full-time",,5–9 anos,Bash/Shell (all shells),,,
52828,United States of America,Graduação,,Engineering manager,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),PowerShell;Python;SQL,BigQuery;Cosmos DB;Databricks SQL;Microsoft SQL Server;Neo4J;PostgreSQL;Snowflake,Amazon Web Services (AWS);Databricks;Google Cloud;Microsoft Azure,Híbrido,,7.0,,35-44 years old,"Employed, full-time",People manager,,C#,7.0,,
52829,Romania,Mestrado,15.0,"Developer, full-stack",Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;C++;HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database;Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud,Remoto,I don’t know,,,25-34 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
52830,United States of America,Graduação,42.0,"Developer, full-stack",C#;Python;SQL,C#;Python;SQL,Microsoft SQL Server;PostgreSQL;Solr,,Híbrido,"10,000 or more employees",3.0,,55-64 years old,"Employed, full-time",Individual contributor,20+ anos,C#,3.0,,
52831,,,,,,,,,Presencial,,,,18-24 years old,"Employed, full-time",,,,,,
52832,Brazil,Ensino Médio,0.5,"Developer, full-stack",HTML/CSS;Java;JavaScript;SQL,HTML/CSS;JavaScript;Python;TypeScript,Firebase Realtime Database;MongoDB;MySQL,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Vercel,Remoto,I don’t know,,,18-24 years old,"Employed, part-time",,0–1 ano,HTML/CSS,,,
52833,Austria,Mestrado,12.0,Engineering manager,Dart;Kotlin;Swift,Dart;Kotlin,BigQuery;Cloud Firestore;Firebase Realtime Database;PostgreSQL,Firebase;Google Cloud,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,10–19 anos,Dart,,,
52834,Poland,Técnico/Associado,3.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Swift;TypeScript,Cassandra;Cloud Firestore;MySQL;SQLite,Firebase;Google Cloud,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,2–4 anos,Bash/Shell (all shells),,,
52835,Sweden,Mestrado,16.0,"Developer, full-stack",Haskell;HTML/CSS;Ruby;SQL;TypeScript,Clojure;Elixir;Go;Haskell;Ruby;Rust;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;PostgreSQL;Supabase,Amazon Web Services (AWS);Cloudflare;Hetzner,Híbrido,20 to 99 employees,6.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Haskell,6.0,,
52836,Switzerland,Mestrado,15.0,"Senior Executive (C-Suite, VP, etc.)",C;C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;Visual Basic (.Net),C;C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server;SQLite,Oracle Cloud Infrastructure (OCI);VMware,Presencial,100 to 499 employees,,,45-54 years old,"Employed, full-time",,10–19 anos,C,,,
52837,Paraguay,Ensino Médio,20.0,"Developer, back-end",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,Go;Python,MariaDB;MySQL,"Amazon Web Services (AWS);Linode, now Akamai;Microsoft Azure",Remoto,20 to 99 employees,9.0,,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,Bash/Shell (all shells),9.0,,
52838,United States of America,Mestrado,19.0,Engineering manager,Java,Java;JavaScript,MySQL,Amazon Web Services (AWS),Híbrido,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,10–19 anos,Java,,,
52839,Spain,Graduação,25.0,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;Java;PHP;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;PHP;SQL;TypeScript,MySQL,Amazon Web Services (AWS),Remoto,"1,000 to 4,999 employees",7.0,,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,20+ anos,Bash/Shell (all shells),7.0,,
52840,Sweden,Graduação,,Engineering manager,,,,Amazon Web Services (AWS),Híbrido,,8.0,,25-34 years old,"Employed, full-time",People manager,,,8.0,,
52841,Chile,Graduação,11.0,"Developer, full-stack",,,,,Remoto,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,10–19 anos,,,,
52843,Estonia,Graduação,9.0,"Developer, front-end",HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,MongoDB,Google Cloud;Netlify;Render;Vercel,Híbrido,500 to 999 employees,5.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,5.0,,
